LEAAUNumber,LEAInstName,LEACategory,LEAIUNumber,LEAIU,LEACountyName,LEAStatus,LEAStatusEffectiveDate,LEAWebAddress,LEAMailingAddressLine1,LEAMailingAddressLine2,LEAMailingCity,LEAMailingState,LEAMailingZipCode,LEAMailingZipCodeExtn,LEALocationAddressLine1,LEALocationAddressLine2,LEALocationCity,LEALocationState,LEALocationZipCode,LEALocationZipCodeExtn,LEAPhoneNumber,LEAPhoneNumberExtn,LEAAdminTitle,LEAAdminSalutation,LEAAdminFirstName,LEAAdminMiddleInitial,LEAAdminLastName,LEAAdminSuffix,LEAAdminPhone,LEAAdminPhoneExtn,SchoolInstCtgyDesc,SchoolAUNNum,SchoolBranchNum,SchoolName,GradeYear,GradeList,GradeCtgy,K4_Half,K4_Full,K5_Half,K5_Full,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Elementary_Ungraded,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,Secondary_Ungraded,SchoolCountyName,SchoolStatus,SchoolStatusEffDate,SchoolWebAddress,SchoolPhone,SchoolPhoneExtn,SchoolMailingAddressLine1,SchoolMailingAddressLine2,SchoolMailingCity,SchoolMailingState,SchoolMailingZipCode,SchoolMailingZipCodeExtn,SchoolLocationAddressLine1,SchoolLocationAddressLine2,SchoolLocationCity,SchoolLocationState,SchoolLocationZipCode,SchoolLocationZipCodeExtn,SchoolAdminTitle,SchoolAdminSalutation,SchoolAdminFirstName,SchoolAdminMiddleInitial,SchoolAdminLastName,SchoolAdminSuffix,CyberSchoolInd,
106172003,Dubois Area SD,School District,6,Riverview IU 6,Clearfield,Open,06/08/1999,http://www.dasd.k12.pa.us,500 Liberty Blvd,,DuBois,PA,15801,2437,500 Liberty Blvd,,DuBois,PA,15801,2437,(814)371-2700,,Substitute Superintendent,Mrs,Jacqueline,A,Canter,,(814)371-2700,,Regular School,106172003,6157,Juniata El Sch,2015-2016,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Clearfield,Open,08/22/1990,,(814)371-1090,,248 Juniata Street,,DuBois,PA,15801,3018,248 Juniata Street,,DuBois,PA,15801,3018,Principal,Mrs,Barbara,J,Smith,,,
106172003,Dubois Area SD,School District,6,Riverview IU 6,Clearfield,Open,06/08/1999,http://www.dasd.k12.pa.us,500 Liberty Blvd,,DuBois,PA,15801,2437,500 Liberty Blvd,,DuBois,PA,15801,2437,(814)371-2700,,Substitute Superintendent,Mrs,Jacqueline,A,Canter,,(814)371-2700,,Regular School,106172003,6918,Wasson Avenue El Sch,2015-2016,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Clearfield,Open,03/03/1993,,(814)371-6171,,300 Wasson Ave,,DuBois,PA,15801,1298,300 Wasson Ave,,DuBois,PA,15801,1298,Principal,Mrs,Kathleen,,Ginther,,,
119352203,Dunmore SD,School District,19,Northeastern Educational IU 19,Lackawanna,Open,08/24/1999,http://www.dunmoreschooldistrict.net/,300 W Warren St,,Dunmore,PA,18512,1992,300 W Warren St,,Dunmore,PA,18512,1992,(570)343-2110,,Superintendent,Mr,Richard,X,McDonald,,(570)343-2110,,Regular School,119352203,6591,Dunmore El Ctr,2015-2016,K5F-6,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lackawanna,Open,08/23/1999,,(570)347-6794,,300 W Warren St,,Dunmore,PA,18512,1992,300 W Warren St,,Dunmore,PA,18512,1992,Principal,Mr,Matthew,,Quinn,,,
119352203,Dunmore SD,School District,19,Northeastern Educational IU 19,Lackawanna,Open,08/24/1999,http://www.dunmoreschooldistrict.net/,300 W Warren St,,Dunmore,PA,18512,1992,300 W Warren St,,Dunmore,PA,18512,1992,(570)343-2110,,Superintendent,Mr,Richard,X,McDonald,,(570)343-2110,,Regular School,119352203,8312,Dunmore JSHS,2015-2016,7-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Lackawanna,Open,07/01/2014,,(570)346-2043,,300 W Warren St,,Dunmore,PA,18512,1992,300 W Warren St,,Dunmore,PA,18512,1992,Principal,Mr,Robert,,Galella,,,
103022503,Duquesne City SD,School District,3,Allegheny IU 3,Allegheny,Open,06/08/1999,http://www.dukecitysd.org/,300 Kennedy Ave,,Duquesne,PA,15110,,300 Kennedy Ave,,Duquesne,PA,15110,,(412)466-5300,,Acting Superintendent,Ms,Barbara,E,McDonnell,,(412)466-5300,,Regular School,103022503,7908,Duquesne El Sch,2015-2016,"PreKF,K5F-6",ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,09/26/2006,http://www.dukecitysd.org,(412)466-5300,,300 Kennedy Avenue,,Duquesne,PA,15110,    ,300 Kennedy Avenue,,Duquesne,PA,15110,    ,Principal,Mrs,Jennifer,,Jennings,,,
103022503,Duquesne City SD,School District,3,Allegheny IU 3,Allegheny,Open,06/08/1999,http://www.dukecitysd.org/,300 Kennedy Ave,,Duquesne,PA,15110,,300 Kennedy Ave,,Duquesne,PA,15110,,(412)466-5300,,Acting Superintendent,Ms,Barbara,E,McDonnell,,(412)466-5300,,Regular School,103022503,8215,Duquesne JHS,2015-2016,7-8,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,07/01/2012,,(412)466-9600,7038,300 Kennedy Ave,,Duquesne,PA,15110,,300 Kennedy Ave,,Duquesne,PA,15110,,Principal,Mrs,Jennifer,,Jennings,,,
103022803,East Allegheny SD,School District,3,Allegheny IU 3,Allegheny,Open,09/22/1999,http://www.eawildcats.net,1150 Jacks Run Rd,,North Versailles,PA,15137,2797,1150 Jacks Run Rd,,North Versailles,PA,15137,2797,(412)824-8012,,Superintendent,Mr,Donald,L,Mac Fann,,(412)824-8012,4158,Regular School,103022803,8339,Logan El Sch,2015-2016,"PreKF,K5F-6",ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,07/01/2015,http://www.eawildcats.net,(412)824-6053,,1154 Jacks Run Rd,,North Versailles,PA,15137,,1154 Jacks Run Rd,,North Versailles,PA,15137,,Principal,Mr,Sean,,Gildea,,,
103022803,East Allegheny SD,School District,3,Allegheny IU 3,Allegheny,Open,09/22/1999,http://www.eawildcats.net,1150 Jacks Run Rd,,North Versailles,PA,15137,2797,1150 Jacks Run Rd,,North Versailles,PA,15137,2797,(412)824-8012,,Superintendent,Mr,Donald,L,Mac Fann,,(412)824-8012,4158,Regular School,103022803,8340,East Allegheny JSHS,2015-2016,7-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Allegheny,Open,07/01/2015,http://www.eawildcats.net,(412)824-9700,,1150 Jacks Run Rd,,North Versailles,PA,15137,2797,1150 Jacks Run Rd,,North Versailles,PA,15137,2797,Assistant Superintendent/Head Principal,Ms,Betsy,,D'Emidio,,,
117412003,East Lycoming SD,School District,17,BLaST IU 17,Lycoming,Open,06/08/1999,http://www.eastlycoming.net,349 Cemetery St,,Hughesville,PA,17737,1028,349 Cemetery St,,Hughesville,PA,17737,1028,(570)584-2131,,Superintendent,Mr,Michael,D,Pawlik,,(570)584-2131,,Regular School,117412003,3018,George A Ferrell El Sch,2015-2016,K5F-6,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lycoming,Open,07/13/2000,,(570)584-3341,,34 Court Street,,Picture Rocks,PA,17762,,34 Court Street,,Picture Rocks,PA,17762,,Principal,Mrs,Jill,R,Warg,,,
117412003,East Lycoming SD,School District,17,BLaST IU 17,Lycoming,Open,06/08/1999,http://www.eastlycoming.net,349 Cemetery St,,Hughesville,PA,17737,1028,349 Cemetery St,,Hughesville,PA,17737,1028,(570)584-2131,,Superintendent,Mr,Michael,D,Pawlik,,(570)584-2131,,Regular School,117412003,3019,Joseph C Ashkar El Sch,2015-2016,"PreKH,K5F-6",ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lycoming,Open,07/13/2000,,(570)584-5121,,350 South Broad Street,,Hughesville,PA,17737,,350 South Broad Street,,Hughesville,PA,17737,,Principal,Mrs,Sherry,L,Cowburn,,,
117412003,East Lycoming SD,School District,17,BLaST IU 17,Lycoming,Open,06/08/1999,http://www.eastlycoming.net,349 Cemetery St,,Hughesville,PA,17737,1028,349 Cemetery St,,Hughesville,PA,17737,1028,(570)584-2131,,Superintendent,Mr,Michael,D,Pawlik,,(570)584-2131,,Regular School,117412003,3021,Carl G Renn El Sch,2015-2016,"PreKH,K5F-6",ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lycoming,Open,07/13/2000,,(570)584-3070,,183 School Lane,,Lairdsville,PA,17742,,183 School Lane,,Lairdsville,PA,17742,,Principal,Mrs,Jill,R,Warg,,,
117412003,East Lycoming SD,School District,17,BLaST IU 17,Lycoming,Open,06/08/1999,http://www.eastlycoming.net,349 Cemetery St,,Hughesville,PA,17737,1028,349 Cemetery St,,Hughesville,PA,17737,1028,(570)584-2131,,Superintendent,Mr,Michael,D,Pawlik,,(570)584-2131,,Regular School,117412003,6364,Hughesville JSHS,2015-2016,7-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Lycoming,Open,07/13/2000,,(570)584-5111,,349 Cemetery St,,Hughesville,PA,17737,1028,349 Cemetery St,,Hughesville,PA,17737,1028,Principal,Mr,Ron,A,Lorson,,,
121392303,East Penn SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,10/05/1999,http://www.eastpennsd.org,800 Pine Street,,Emmaus,PA,18049,0000,800 Pine Street,,Emmaus,PA,18049,0000,(610)966-8333,,Superintendent,Dr,J. Michael,,Schilder,,(610)966-8300,,Regular School,121392303,2799,Alburtis El Sch,2015-2016,K5H-5,ELEMENTARY,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,01/16/1997,,(610)965-1633,,222 West Third Street,,Alburtis,PA,18011,,222 West Third Street,,Alburtis,PA,18011,,Principal,Dr,Ronadl,,Renaldi,,,
121392303,East Penn SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,10/05/1999,http://www.eastpennsd.org,800 Pine Street,,Emmaus,PA,18049,0000,800 Pine Street,,Emmaus,PA,18049,0000,(610)966-8333,,Superintendent,Dr,J. Michael,,Schilder,,(610)966-8300,,Regular School,121392303,2802,Lincoln El Sch,2015-2016,K5H-5,ELEMENTARY,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,01/16/1997,,(610)965-1636,,233 Seem St,,Emmaus,PA,18049,2633,233 Seem St,,Emmaus,PA,18049,2633,Principal,Dr,Jacqueline,,Attinello,,,
121392303,East Penn SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,10/05/1999,http://www.eastpennsd.org,800 Pine Street,,Emmaus,PA,18049,0000,800 Pine Street,,Emmaus,PA,18049,0000,(610)966-8333,,Superintendent,Dr,J. Michael,,Schilder,,(610)966-8300,,Regular School,121392303,2803,Lower Macungie El Sch,,,,,,,,,,,,,,,,,,,,,,Lehigh,Open,07/05/2006,,(610)395-2341,,6043 Lower Macungie Rd,,Macungie,PA,18062,9733,6043 Lower Macungie Rd,,Macungie,PA,18062,9733,Principal,Mrs,Cheryl,,Wetzel,,,
121392303,East Penn SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,10/05/1999,http://www.eastpennsd.org,800 Pine Street,,Emmaus,PA,18049,0000,800 Pine Street,,Emmaus,PA,18049,0000,(610)966-8333,,Superintendent,Dr,J. Michael,,Schilder,,(610)966-8300,,Regular School,121392303,2804,Macungie El Sch,2015-2016,"K5H,1-5",ELEMENTARY,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,01/16/1997,,(610)965-1617,,4062 Brookside Rd,,Macungie,PA,18062,1737,4062 Brookside Rd,,Macungie,PA,18062,1737,Principal,Mr,James,,Best,,,
121392303,East Penn SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,10/05/1999,http://www.eastpennsd.org,800 Pine Street,,Emmaus,PA,18049,0000,800 Pine Street,,Emmaus,PA,18049,0000,(610)966-8333,,Superintendent,Dr,J. Michael,,Schilder,,(610)966-8300,,Regular School,121392303,2808,Jefferson El Sch,2015-2016,"K5H,1-5",ELEMENTARY,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,01/16/1997,,(610)965-1644,,520 Elm St,,Emmaus,PA,18049,2421,520 Elm St,,Emmaus,PA,18049,2421,Principal,Mrs,Cheryl,,Scalzo,,,
121392303,East Penn SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,10/05/1999,http://www.eastpennsd.org,800 Pine Street,,Emmaus,PA,18049,0000,800 Pine Street,,Emmaus,PA,18049,0000,(610)966-8333,,Superintendent,Dr,J. Michael,,Schilder,,(610)966-8300,,Regular School,121392303,2809,Emmaus HS,2015-2016,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Lehigh,Open,04/06/1999,,(610)965-1651,,500 Macungie Ave,,Emmaus,PA,18049,2233,500 Macungie Ave,,Emmaus,PA,18049,2233,Principal,Mr,David,,Piperato,,,
121392303,East Penn SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,10/05/1999,http://www.eastpennsd.org,800 Pine Street,,Emmaus,PA,18049,0000,800 Pine Street,,Emmaus,PA,18049,0000,(610)966-8333,,Superintendent,Dr,J. Michael,,Schilder,,(610)966-8300,,Regular School,121392303,4827,Wescosville El Sch,2015-2016,"K5H,1-5",ELEMENTARY,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,01/16/1997,,(610)395-5851,,1064 Liberty Ln,,Wescosville,PA,18106,9660,1064 Liberty Ln,,Wescosville,PA,18106,9660,Principal,Ms,Tara,,Desiderio,,,
121392303,East Penn SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,10/05/1999,http://www.eastpennsd.org,800 Pine Street,,Emmaus,PA,18049,0000,800 Pine Street,,Emmaus,PA,18049,0000,(610)966-8333,,Superintendent,Dr,J. Michael,,Schilder,,(610)966-8300,,Regular School,121392303,5239,Shoemaker El Sch,2015-2016,"K5H,1-5",ELEMENTARY,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,01/16/1997,,(610)965-1626,,4068 N Fairview St,,Macungie,PA,18062,1700,4068 N Fairview St,,Macungie,PA,18062,1700,Principal,Ms,Lynn,,Brinckman,,,
121392303,East Penn SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,10/05/1999,http://www.eastpennsd.org,800 Pine Street,,Emmaus,PA,18049,0000,800 Pine Street,,Emmaus,PA,18049,0000,(610)966-8333,,Superintendent,Dr,J. Michael,,Schilder,,(610)966-8300,,Regular School,121392303,7559,Lower Macungie MS,2015-2016,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,07/06/1998,,(610)395-8593,,6299 Lower Macungie Road,,Macungie,PA,18062,,6299 Lower Macungie Road,,Macungie,PA,18062,,Principal,Mrs,Suzanne,,Vincent,,,
121392303,East Penn SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,10/05/1999,http://www.eastpennsd.org,800 Pine Street,,Emmaus,PA,18049,0000,800 Pine Street,,Emmaus,PA,18049,0000,(610)966-8333,,Superintendent,Dr,J. Michael,,Schilder,,(610)966-8300,,Regular School,121392303,7560,Eyer MS,2015-2016,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,10/16/1998,,(610)965-1600,,5616 Buckeye Rd,,Macungie,PA,18062,1739,5616 Buckeye Rd,,Macungie,PA,18062,1739,Principal,Mr,David,,Silfies,,,
121392303,East Penn SD,School District,21,Carbon-Lehigh IU 21,Lehigh,Open,10/05/1999,http://www.eastpennsd.org,800 Pine Street,,Emmaus,PA,18049,0000,800 Pine Street,,Emmaus,PA,18049,0000,(610)966-8333,,Superintendent,Dr,J. Michael,,Schilder,,(610)966-8300,,Regular School,121392303,8133,Willow Lane El Sch,2015-2016,K5H-5,ELEMENTARY,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lehigh,Open,07/01/2010,,(484)519-3300,,6135 Sauerkraut Ln,,Macungie,PA,18062,,6135 Sauerkraut Ln,,Macungie,PA,18062,,Principal,Dr,Anthony,,Moyer,,,
115212503,East Pennsboro Area SD,School District,15,Capital Area IU 15,Cumberland,Open,06/08/1999,http://www.epasd.org,890 Valley St,,Enola,PA,17025,1541,890 Valley St,,Enola,PA,17025,1541,(717)732-3601,,Superintendent,Dr,Jay,H,Burkhart,,(717)732-3601,,Regular School,115212503,1705,East Pennsboro El Sch,2015-2016,K5F-4,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Cumberland,Open,12/26/2000,,(717)732-0441,,840 Panther Pkwy,,Enola,PA,17025,2063,840 Panther Pkwy,,Enola,PA,17025,2063,Principal,Mr,Richard,,Tysarczyk,,,
115212503,East Pennsboro Area SD,School District,15,Capital Area IU 15,Cumberland,Open,06/08/1999,http://www.epasd.org,890 Valley St,,Enola,PA,17025,1541,890 Valley St,,Enola,PA,17025,1541,(717)732-3601,,Superintendent,Dr,Jay,H,Burkhart,,(717)732-3601,,Regular School,115212503,1707,East Pennsboro Area SHS,2015-2016,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Cumberland,Open,07/07/1999,,(717)732-0723,,425 W Shady Ln,,Enola,PA,17025,2242,425 W Shady Ln,,Enola,PA,17025,2242,Principal,Mr,Craig,,Robbins,,,
115212503,East Pennsboro Area SD,School District,15,Capital Area IU 15,Cumberland,Open,06/08/1999,http://www.epasd.org,890 Valley St,,Enola,PA,17025,1541,890 Valley St,,Enola,PA,17025,1541,(717)732-3601,,Superintendent,Dr,Jay,H,Burkhart,,(717)732-3601,,Regular School,115212503,4850,West Creek Hills El Sch,2015-2016,K5F-4,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Cumberland,Open,07/08/1999,,(717)732-0142,,400 Erford Rd,,Camp Hill,PA,17011,1117,400 Erford Rd,,Camp Hill,PA,17011,1117,Principal,Mr,Corey,,Groff,,,
115212503,East Pennsboro Area SD,School District,15,Capital Area IU 15,Cumberland,Open,06/08/1999,http://www.epasd.org,890 Valley St,,Enola,PA,17025,1541,890 Valley St,,Enola,PA,17025,1541,(717)732-3601,,Superintendent,Dr,Jay,H,Burkhart,,(717)732-3601,,Regular School,115212503,5220,East Pennsboro Area MS,2015-2016,"5-6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Cumberland,Open,07/24/1996,,(717)732-0771,,529 N Enola Dr,,Enola,PA,17025,2127,529 N Enola Dr,,Enola,PA,17025,2127,Principal,Mr,Michael,,Sim,,,
120452003,East Stroudsburg Area SD,School District,20,Colonial IU 20,Monroe,Open,06/08/1999,http://www.esasd.net,50 Vine St,,East Stroudsburg,PA,18301,0298,50 Vine St,,East Stroudsburg,PA,18301,0298,(570)424-8500,,Superintendent,Mrs,Sharon,S,Laverdure,,(570)424-8500,,Regular School,120452003,3201,Middle Smithfield El Sch,2015-2016,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Monroe,Open,07/27/1998,http://www.esasd.net/mss,(570)223-8082,,5180 Milford Rd,,East Stroudsburg,PA,18302,9706,5180 Milford Rd,,East Stroudsburg,PA,18302,9706,Principal,Mr,David,,Baker,,,
120452003,East Stroudsburg Area SD,School District,20,Colonial IU 20,Monroe,Open,06/08/1999,http://www.esasd.net,50 Vine St,,East Stroudsburg,PA,18301,0298,50 Vine St,,East Stroudsburg,PA,18301,0298,(570)424-8500,,Superintendent,Mrs,Sharon,S,Laverdure,,(570)424-8500,,Regular School,120452003,3202,Smithfield El Sch,2015-2016,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Monroe,Open,10/15/1998,http://www.esasd.net/smi,(570)421-2841,,245 River Rd,,East Stroudsburg,PA,18301,    ,245 River Rd,,East Stroudsburg,PA,18301,    ,Principal,Mr,William,,Vitulli,,,
120452003,East Stroudsburg Area SD,School District,20,Colonial IU 20,Monroe,Open,06/08/1999,http://www.esasd.net,50 Vine St,,East Stroudsburg,PA,18301,0298,50 Vine St,,East Stroudsburg,PA,18301,0298,(570)424-8500,,Superintendent,Mrs,Sharon,S,Laverdure,,(570)424-8500,,Regular School,120452003,3204,J M Hill El Sch,2015-2016,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Monroe,Open,07/27/1998,http://www.esasd.net/jmh,(570)424-8073,,151 E Broad St,,East Stroudsburg,PA,18301,2234,151 E Broad St,,East Stroudsburg,PA,18301,2234,Principal,Mrs,Michelle,,Arnold,,,
120452003,East Stroudsburg Area SD,School District,20,Colonial IU 20,Monroe,Open,06/08/1999,http://www.esasd.net,50 Vine St,,East Stroudsburg,PA,18301,0298,50 Vine St,,East Stroudsburg,PA,18301,0298,(570)424-8500,,Superintendent,Mrs,Sharon,S,Laverdure,,(570)424-8500,,Regular School,120452003,6935,East Stroudsburg SHS South,2015-2016,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Monroe,Open,05/30/2000,http://www.esasd.net/ehs,(570)424-8471,,279 N Courtland St,,East Stroudsburg,PA,18301,2122,279 N Courtland St,,East Stroudsburg,PA,18301,2122,Principal,Mr,Michael,,Catrillo,,,
120452003,East Stroudsburg Area SD,School District,20,Colonial IU 20,Monroe,Open,06/08/1999,http://www.esasd.net,50 Vine St,,East Stroudsburg,PA,18301,0298,50 Vine St,,East Stroudsburg,PA,18301,0298,(570)424-8500,,Superintendent,Mrs,Sharon,S,Laverdure,,(570)424-8500,,Regular School,120452003,7366,J T Lambert Intermediate Sch,2015-2016,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Monroe,Open,08/02/1993,http://www.esasd.net/jtl,(570)424-8430,,2000 Milford Rd,,East Stroudsburg,PA,18301,8549,2000 Milford Rd,,East Stroudsburg,PA,18301,8549,Principal,Mrs,Heather,,Piperato,,,
120452003,East Stroudsburg Area SD,School District,20,Colonial IU 20,Monroe,Open,06/08/1999,http://www.esasd.net,50 Vine St,,East Stroudsburg,PA,18301,0298,50 Vine St,,East Stroudsburg,PA,18301,0298,(570)424-8500,,Superintendent,Mrs,Sharon,S,Laverdure,,(570)424-8500,,Regular School,120452003,7411,Resica El Sch,2015-2016,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Monroe,Open,08/02/1999,http://www.esasd.net/res,(570)223-6911,,1 Gravel Ridge Rd,,East Stroudsburg,PA,18302,8343,1 Gravel Ridge Rd,,East Stroudsburg,PA,18302,8343,Principal,Ms,Gail,,Kulick,,,
120452003,East Stroudsburg Area SD,School District,20,Colonial IU 20,Monroe,Open,06/08/1999,http://www.esasd.net,50 Vine St,,East Stroudsburg,PA,18301,0298,50 Vine St,,East Stroudsburg,PA,18301,0298,(570)424-8500,,Superintendent,Mrs,Sharon,S,Laverdure,,(570)424-8500,,Regular School,120452003,7536,Bushkill El Sch,2015-2016,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Monroe,Open,07/10/2000,http://www.esasd.net/bes/,(570)588-4400,,131 North School Dr,,Dingmans Ferry,PA,18328,9804,131 North School Dr,,Dingmans Ferry,PA,18328,9804,Principal,Mrs,Debra,,Padavano,,,
